	Lemma	LemmaID	Number	Definite	Case	Form
9832	viitor	viitor	Sing	Bare	Dir	viitor
9833	viitor	viitor	Sing	Bare	Obl	viitor
9834	viitor	viitor	Sing	Def	Dir	viitorul
9835	viitor	viitor	Sing	Def	Obl	viitorului
9836	viitor	viitor	Plur	Bare	Dir	viitoruri
9837	viitor	viitor	Plur	Bare	Obl	viitoruri
9838	viitor	viitor	Plur	Def	Dir	viitorurile
9839	viitor	viitor	Plur	Def	Obl	viitorurilor
9840	selecție	selecție	Sing	Bare	Dir	selecție
9841	selecție	selecție	Sing	Bare	Obl	selecții
9842	selecție	selecție	Sing	Def	Dir	selecția
9843	selecție	selecție	Sing	Def	Obl	selecției
9844	selecție	selecție	Plur	Bare	Dir	selecții
9845	selecție	selecție	Plur	Bare	Obl	selecții
9846	selecție	selecție	Plur	Def	Dir	selecțiile
9847	selecție	selecție	Plur	Def	Obl	selecțiilor
9848	aripă	aripă	Sing	Bare	Dir	aripă
9849	aripă	aripă	Sing	Bare	Obl	aripi
9850	aripă	aripă	Sing	Def	Dir	aripa
9851	aripă	aripă	Sing	Def	Obl	
9852	aripă	aripă	Plur	Bare	Dir	aripi
9853	aripă	aripă	Plur	Bare	Obl	aripi
9854	aripă	aripă	Plur	Def	Dir	aripile
9855	aripă	aripă	Plur	Def	Obl	aripilor
9856	autobuz	autobuz	Sing	Bare	Dir	autobuz
9857	autobuz	autobuz	Sing	Bare	Obl	autobuz
9858	autobuz	autobuz	Sing	Def	Dir	autobuzul
9859	autobuz	autobuz	Sing	Def	Obl	autobuzului
9860	autobuz	autobuz	Plur	Bare	Dir	autobuze
9861	autobuz	autobuz	Plur	Bare	Obl	autobuze
9862	autobuz	autobuz	Plur	Def	Dir	autobuzele
9863	autobuz	autobuz	Plur	Def	Obl	autobuzelor
9864	biblie	biblie	Sing	Bare	Dir	biblie
9865	biblie	biblie	Sing	Bare	Obl	biblii
9866	biblie	biblie	Sing	Def	Dir	biblia
9867	biblie	biblie	Sing	Def	Obl	bibliei
9868	biblie	biblie	Plur	Bare	Dir	biblii
9869	biblie	biblie	Plur	Bare	Obl	biblii
9870	biblie	biblie	Plur	Def	Dir	bibliile
9871	biblie	biblie	Plur	Def	Obl	bibliilor
9872	clasă	clasă	Sing	Bare	Dir	clasă
9873	clasă	clasă	Sing	Bare	Obl	clase
9874	clasă	clasă	Sing	Def	Dir	clasa
9875	clasă	clasă	Sing	Def	Obl	clasei
9876	clasă	clasă	Plur	Bare	Dir	clase
9877	clasă	clasă	Plur	Bare	Obl	clase
9878	clasă	clasă	Plur	Def	Dir	clasele
9879	clasă	clasă	Plur	Def	Obl	claselor
9880	baghetă	baghetă	Sing	Bare	Dir	baghetă
9881	baghetă	baghetă	Sing	Bare	Obl	baghete
9882	baghetă	baghetă	Sing	Def	Dir	bagheta
9883	baghetă	baghetă	Sing	Def	Obl	baghetei
9884	baghetă	baghetă	Plur	Bare	Dir	baghete
9885	baghetă	baghetă	Plur	Bare	Obl	baghete
9886	baghetă	baghetă	Plur	Def	Dir	baghetele
9887	baghetă	baghetă	Plur	Def	Obl	baghetelor
9888	atac	atac	Sing	Bare	Dir	atac
9889	atac	atac	Sing	Bare	Obl	atac
9890	atac	atac	Sing	Def	Dir	atacul
9891	atac	atac	Sing	Def	Obl	atacului
9892	atac	atac	Plur	Bare	Dir	atacuri
9893	atac	atac	Plur	Bare	Obl	atacuri
9894	atac	atac	Plur	Def	Dir	atacurile
9895	atac	atac	Plur	Def	Obl	atacurilor
9896	grijă	grijă	Sing	Bare	Dir	grijă
9897	grijă	grijă	Sing	Bare	Obl	griji
9898	grijă	grijă	Sing	Def	Dir	grija
9899	grijă	grijă	Sing	Def	Obl	grijii
9900	grijă	grijă	Plur	Bare	Dir	griji
9901	grijă	grijă	Plur	Bare	Obl	griji
9902	grijă	grijă	Plur	Def	Dir	grijile
9903	grijă	grijă	Plur	Def	Obl	grijilor
9904	politețe	politețe	Sing	Bare	Dir	politețe
9905	politețe	politețe	Sing	Bare	Obl	politeți
9906	politețe	politețe	Sing	Def	Dir	politețea
9907	politețe	politețe	Sing	Def	Obl	politeții
9908	politețe	politețe	Plur	Bare	Dir	politeți
9909	politețe	politețe	Plur	Bare	Obl	politeți
9910	politețe	politețe	Plur	Def	Dir	politețele
9911	politețe	politețe	Plur	Def	Obl	politețelor
9912	cămin	cămin	Sing	Bare	Dir	cămin
9913	cămin	cămin	Sing	Bare	Obl	cămin
9914	cămin	cămin	Sing	Def	Dir	căminul
9915	cămin	cămin	Sing	Def	Obl	căminului
9916	cămin	cămin	Plur	Bare	Dir	cămine
9917	cămin	cămin	Plur	Bare	Obl	cămine
9918	cămin	cămin	Plur	Def	Dir	căminele
9919	cămin	cămin	Plur	Def	Obl	căminelor
9920	banană	banană	Sing	Bare	Dir	banană
9921	banană	banană	Sing	Bare	Obl	banane
9922	banană	banană	Sing	Def	Dir	banana
9923	banană	banană	Sing	Def	Obl	bananei
9924	banană	banană	Plur	Bare	Dir	banane
9925	banană	banană	Plur	Bare	Obl	banane
9926	banană	banană	Plur	Def	Dir	bananele
9927	banană	banană	Plur	Def	Obl	bananelor
9928	tril	tril	Sing	Bare	Dir	tril
9929	tril	tril	Sing	Bare	Obl	tril
9930	tril	tril	Sing	Def	Dir	trilul
9931	tril	tril	Sing	Def	Obl	trilului
9932	tril	tril	Plur	Bare	Dir	triluri
9933	tril	tril	Plur	Bare	Obl	triluri
9934	tril	tril	Plur	Def	Dir	trilurile
9935	tril	tril	Plur	Def	Obl	trilurilor
9936	călătoare	călătoare	Sing	Bare	Dir	călătoare
9937	călătoare	călătoare	Sing	Bare	Obl	călătoare
9938	călătoare	călătoare	Sing	Def	Dir	călătoarea
9939	călătoare	călătoare	Sing	Def	Obl	călătoarei
9940	călătoare	călătoare	Plur	Bare	Dir	călătoare
9941	călătoare	călătoare	Plur	Bare	Obl	călătoare
9942	călătoare	călătoare	Plur	Def	Dir	călătoarele
9943	călătoare	călătoare	Plur	Def	Obl	călătoarelor
9944	certificat	certificat	Sing	Bare	Dir	certificat
9945	certificat	certificat	Sing	Bare	Obl	certificat
9946	certificat	certificat	Sing	Def	Dir	certificatul
9947	certificat	certificat	Sing	Def	Obl	certificatului
9948	certificat	certificat	Plur	Bare	Dir	certificate
9949	certificat	certificat	Plur	Bare	Obl	certificate
9950	certificat	certificat	Plur	Def	Dir	certificatele
9951	certificat	certificat	Plur	Def	Obl	certificatelor
9952	papă	papă	Sing	Bare	Dir	papă
9953	papă	papă	Sing	Bare	Obl	papă
9954	papă	papă	Sing	Def	Dir	papa
9955	papă	papă	Sing	Def	Obl	papălui
9956	papă	papă	Plur	Bare	Dir	papi
9957	papă	papă	Plur	Bare	Obl	papi
9958	papă	papă	Plur	Def	Dir	papele
9959	papă	papă	Plur	Def	Obl	papelor
9960	comedie	comedie	Sing	Bare	Dir	
9961	comedie	comedie	Sing	Bare	Obl	comedii
9962	comedie	comedie	Sing	Def	Dir	
9963	comedie	comedie	Sing	Def	Obl	comediei
9964	comedie	comedie	Plur	Bare	Dir	comedii
9965	comedie	comedie	Plur	Bare	Obl	comedii
9966	comedie	comedie	Plur	Def	Dir	comediile
9967	comedie	comedie	Plur	Def	Obl	comediilor
9968	ambalaj	ambalaj	Sing	Bare	Dir	ambalaj
9969	ambalaj	ambalaj	Sing	Bare	Obl	ambalaj
9970	ambalaj	ambalaj	Sing	Def	Dir	ambalajul
9971	ambalaj	ambalaj	Sing	Def	Obl	ambalajului
9972	ambalaj	ambalaj	Plur	Bare	Dir	ambalaje
9973	ambalaj	ambalaj	Plur	Bare	Obl	ambalaje
9974	ambalaj	ambalaj	Plur	Def	Dir	ambalajele
9975	ambalaj	ambalaj	Plur	Def	Obl	ambalajelor
9976	încheietură	încheietură	Sing	Bare	Dir	încheietură
9977	încheietură	încheietură	Sing	Bare	Obl	încheieturi
9978	încheietură	încheietură	Sing	Def	Dir	încheietura
9979	încheietură	încheietură	Sing	Def	Obl	încheieturii
9980	încheietură	încheietură	Plur	Bare	Dir	încheieturi
9981	încheietură	încheietură	Plur	Bare	Obl	încheieturi
9982	încheietură	încheietură	Plur	Def	Dir	încheieturile
9983	încheietură	încheietură	Plur	Def	Obl	încheieturilor
9984	veselie	veselie	Sing	Bare	Dir	veselie
9985	veselie	veselie	Sing	Bare	Obl	veselii
9986	veselie	veselie	Sing	Def	Dir	veselia
9987	veselie	veselie	Sing	Def	Obl	veseliei
9988	veselie	veselie	Plur	Bare	Dir	veselii
9989	veselie	veselie	Plur	Bare	Obl	veselii
9990	veselie	veselie	Plur	Def	Dir	veseliile
9991	veselie	veselie	Plur	Def	Obl	veseliilor
9992	steag	steag	Sing	Bare	Dir	steag
9993	steag	steag	Sing	Bare	Obl	steag
9994	steag	steag	Sing	Def	Dir	steagul
9995	steag	steag	Sing	Def	Obl	steagului
9996	steag	steag	Plur	Bare	Dir	steaguri
9997	steag	steag	Plur	Bare	Obl	steaguri
9998	steag	steag	Plur	Def	Dir	steagurile
9999	steag	steag	Plur	Def	Obl	steagurilor
10000	gramatică	gramatică	Sing	Bare	Dir	gramatică
10001	gramatică	gramatică	Sing	Bare	Obl	gramatici
10002	gramatică	gramatică	Sing	Def	Dir	gramatica
10003	gramatică	gramatică	Sing	Def	Obl	gramaticei
10004	gramatică	gramatică	Plur	Bare	Dir	gramatice
10005	gramatică	gramatică	Plur	Bare	Obl	gramatice
10006	gramatică	gramatică	Plur	Def	Dir	gramaticele
10007	gramatică	gramatică	Plur	Def	Obl	gramaticelor
10008	mobilitate	mobilitate	Sing	Bare	Dir	mobilitate
10009	mobilitate	mobilitate	Sing	Bare	Obl	mobilități
10010	mobilitate	mobilitate	Sing	Def	Dir	mobilitatea
10011	mobilitate	mobilitate	Sing	Def	Obl	mobilității
10012	mobilitate	mobilitate	Plur	Bare	Dir	mobilități
10013	mobilitate	mobilitate	Plur	Bare	Obl	mobilități
10014	mobilitate	mobilitate	Plur	Def	Dir	mobilitățile
10015	mobilitate	mobilitate	Plur	Def	Obl	mobilităților
10016	necaz	necaz	Sing	Bare	Dir	necaz
10017	necaz	necaz	Sing	Bare	Obl	necaz
10018	necaz	necaz	Sing	Def	Dir	necazul
10019	necaz	necaz	Sing	Def	Obl	necazului
10020	necaz	necaz	Plur	Bare	Dir	necazuri
10021	necaz	necaz	Plur	Bare	Obl	necazuri
10022	necaz	necaz	Plur	Def	Dir	necazurile
10023	necaz	necaz	Plur	Def	Obl	necazurilor
10024	trandafir	trandafir	Sing	Bare	Dir	trandafir
10025	trandafir	trandafir	Sing	Bare	Obl	trandafir
10026	trandafir	trandafir	Sing	Def	Dir	trandafirul
10027	trandafir	trandafir	Sing	Def	Obl	trandafirului
10028	trandafir	trandafir	Plur	Bare	Dir	trandafiri
10029	trandafir	trandafir	Plur	Bare	Obl	trandafiri
10030	trandafir	trandafir	Plur	Def	Dir	trandafirii
10031	trandafir	trandafir	Plur	Def	Obl	trandafirilor
10032	glumă	glumă	Sing	Bare	Dir	glumă
10033	glumă	glumă	Sing	Bare	Obl	glume
10034	glumă	glumă	Sing	Def	Dir	gluma
10035	glumă	glumă	Sing	Def	Obl	glumei
10036	glumă	glumă	Plur	Bare	Dir	glume
10037	glumă	glumă	Plur	Bare	Obl	glume
10038	glumă	glumă	Plur	Def	Dir	glumele
10039	glumă	glumă	Plur	Def	Obl	glumelor
10040	natură	natură	Sing	Bare	Dir	natură
10041	natură	natură	Sing	Bare	Obl	naturi
10042	natură	natură	Sing	Def	Dir	natura
10043	natură	natură	Sing	Def	Obl	naturii
10044	natură	natură	Plur	Bare	Dir	naturi
10045	natură	natură	Plur	Bare	Obl	naturi
10046	natură	natură	Plur	Def	Dir	naturile
10047	natură	natură	Plur	Def	Obl	naturilor
10048	părăsire	părăsire	Sing	Bare	Dir	părăsire
10049	părăsire	părăsire	Sing	Bare	Obl	părăsiri
10050	părăsire	părăsire	Sing	Def	Dir	părăsirea
10051	părăsire	părăsire	Sing	Def	Obl	părăsirii
10052	părăsire	părăsire	Plur	Bare	Dir	părăsiri
10053	părăsire	părăsire	Plur	Bare	Obl	părăsiri
10054	părăsire	părăsire	Plur	Def	Dir	părăsirile
10055	părăsire	părăsire	Plur	Def	Obl	părăsirilor
10056	traversare	traversare	Sing	Bare	Dir	traversare
10057	traversare	traversare	Sing	Bare	Obl	traversări
10058	traversare	traversare	Sing	Def	Dir	traversarea
10059	traversare	traversare	Sing	Def	Obl	traversării
10060	traversare	traversare	Plur	Bare	Dir	traversări
10061	traversare	traversare	Plur	Bare	Obl	traversări
10062	traversare	traversare	Plur	Def	Dir	traversările
10063	traversare	traversare	Plur	Def	Obl	traversărilor
10064	ingredient	ingredient	Sing	Bare	Dir	ingredient
10065	ingredient	ingredient	Sing	Bare	Obl	ingredient
10066	ingredient	ingredient	Sing	Def	Dir	ingredientul
10067	ingredient	ingredient	Sing	Def	Obl	ingredientului
10068	ingredient	ingredient	Plur	Bare	Dir	ingrediente
10069	ingredient	ingredient	Plur	Bare	Obl	ingrediente
10070	ingredient	ingredient	Plur	Def	Dir	ingredientele
10071	ingredient	ingredient	Plur	Def	Obl	ingredientelor
10072	aniversare	aniversare	Sing	Bare	Dir	aniversare
10073	aniversare	aniversare	Sing	Bare	Obl	aniversări
10074	aniversare	aniversare	Sing	Def	Dir	aniversarea
10075	aniversare	aniversare	Sing	Def	Obl	aniversării
10076	aniversare	aniversare	Plur	Bare	Dir	aniversări
10077	aniversare	aniversare	Plur	Bare	Obl	aniversări
10078	aniversare	aniversare	Plur	Def	Dir	aniversările
10079	aniversare	aniversare	Plur	Def	Obl	aniversărilor
10080	oxigen	oxigen	Sing	Bare	Dir	oxigen
10081	oxigen	oxigen	Sing	Bare	Obl	oxigen
10082	oxigen	oxigen	Sing	Def	Dir	oxigenul
10083	oxigen	oxigen	Sing	Def	Obl	oxigenului
10084	oxigen	oxigen	Plur	Bare	Dir	
10085	oxigen	oxigen	Plur	Bare	Obl	
10086	oxigen	oxigen	Plur	Def	Dir	oxigenii
10087	oxigen	oxigen	Plur	Def	Obl	
10088	ordonare	ordonare	Sing	Bare	Dir	ordonare
10089	ordonare	ordonare	Sing	Bare	Obl	ordonări
10090	ordonare	ordonare	Sing	Def	Dir	ordonarea
10091	ordonare	ordonare	Sing	Def	Obl	ordonării
10092	ordonare	ordonare	Plur	Bare	Dir	ordonări
10093	ordonare	ordonare	Plur	Bare	Obl	ordonări
10094	ordonare	ordonare	Plur	Def	Dir	ordonările
10095	ordonare	ordonare	Plur	Def	Obl	ordonărilor
10096	infanterie	infanterie	Sing	Bare	Dir	infanterie
10097	infanterie	infanterie	Sing	Bare	Obl	infanterii
10098	infanterie	infanterie	Sing	Def	Dir	infanteria
10099	infanterie	infanterie	Sing	Def	Obl	infanteriei
10100	infanterie	infanterie	Plur	Bare	Dir	infanterii
10101	infanterie	infanterie	Plur	Bare	Obl	infanterii
10102	infanterie	infanterie	Plur	Def	Dir	
10103	infanterie	infanterie	Plur	Def	Obl	
10104	falcă	falcă	Sing	Bare	Dir	falcă
10105	falcă	falcă	Sing	Bare	Obl	fălci
10106	falcă	falcă	Sing	Def	Dir	falca
10107	falcă	falcă	Sing	Def	Obl	fălcii
10108	falcă	falcă	Plur	Bare	Dir	fălci
10109	falcă	falcă	Plur	Bare	Obl	fălci
10110	falcă	falcă	Plur	Def	Dir	fălcile
10111	falcă	falcă	Plur	Def	Obl	fălcilor
10112	lungime	lungime	Sing	Bare	Dir	lungime
10113	lungime	lungime	Sing	Bare	Obl	lungimi
10114	lungime	lungime	Sing	Def	Dir	lungimea
10115	lungime	lungime	Sing	Def	Obl	lungimii
10116	lungime	lungime	Plur	Bare	Dir	lungimi
10117	lungime	lungime	Plur	Bare	Obl	lungimi
10118	lungime	lungime	Plur	Def	Dir	lungimile
10119	lungime	lungime	Plur	Def	Obl	lungimilor
10120	îmbinare	îmbinare	Sing	Bare	Dir	îmbinare
10121	îmbinare	îmbinare	Sing	Bare	Obl	îmbinări
10122	îmbinare	îmbinare	Sing	Def	Dir	îmbinarea
10123	îmbinare	îmbinare	Sing	Def	Obl	îmbinării
10124	îmbinare	îmbinare	Plur	Bare	Dir	îmbinări
10125	îmbinare	îmbinare	Plur	Bare	Obl	îmbinări
10126	îmbinare	îmbinare	Plur	Def	Dir	îmbinările
10127	îmbinare	îmbinare	Plur	Def	Obl	îmbinărilor
10128	construire	construire	Sing	Bare	Dir	construire
10129	construire	construire	Sing	Bare	Obl	construiri
10130	construire	construire	Sing	Def	Dir	construirea
10131	construire	construire	Sing	Def	Obl	construirii
10132	construire	construire	Plur	Bare	Dir	construiri
10133	construire	construire	Plur	Bare	Obl	construiri
10134	construire	construire	Plur	Def	Dir	construirile
10135	construire	construire	Plur	Def	Obl	construirilor
10136	mânzoc	mânzoc	Sing	Bare	Dir	mânzoc
10137	mânzoc	mânzoc	Sing	Bare	Obl	mânzoc
10138	mânzoc	mânzoc	Sing	Def	Dir	mânzocul
10139	mânzoc	mânzoc	Sing	Def	Obl	mânzocului
10140	mânzoc	mânzoc	Plur	Bare	Dir	mânzoci
10141	mânzoc	mânzoc	Plur	Bare	Obl	mânzoci
10142	mânzoc	mânzoc	Plur	Def	Dir	mânzocii
10143	mânzoc	mânzoc	Plur	Def	Obl	mânzocilor
10144	sfoară	sfoară	Sing	Bare	Dir	sfoară
10145	sfoară	sfoară	Sing	Bare	Obl	sfori
10146	sfoară	sfoară	Sing	Def	Dir	sfoara
10147	sfoară	sfoară	Sing	Def	Obl	sforii
10148	sfoară	sfoară	Plur	Bare	Dir	sfori
10149	sfoară	sfoară	Plur	Bare	Obl	sfori
10150	sfoară	sfoară	Plur	Def	Dir	sforile
10151	sfoară	sfoară	Plur	Def	Obl	sforilor
10152	libertate	libertate	Sing	Bare	Dir	libertate
10153	libertate	libertate	Sing	Bare	Obl	libertăți
10154	libertate	libertate	Sing	Def	Dir	libertatea
10155	libertate	libertate	Sing	Def	Obl	libertății
10156	libertate	libertate	Plur	Bare	Dir	libertăți
10157	libertate	libertate	Plur	Bare	Obl	libertăți
10158	libertate	libertate	Plur	Def	Dir	libertățile
10159	libertate	libertate	Plur	Def	Obl	libertăților
10160	podea	podea	Sing	Bare	Dir	podea
10161	podea	podea	Sing	Bare	Obl	podele
10162	podea	podea	Sing	Def	Dir	podeaua
10163	podea	podea	Sing	Def	Obl	podelei
10164	podea	podea	Plur	Bare	Dir	podele
10165	podea	podea	Plur	Bare	Obl	podele
10166	podea	podea	Plur	Def	Dir	podelele
10167	podea	podea	Plur	Def	Obl	podelelor
10168	codru	codru	Sing	Bare	Dir	codru
10169	codru	codru	Sing	Bare	Obl	codru
10170	codru	codru	Sing	Def	Dir	codrul
10171	codru	codru	Sing	Def	Obl	codrului
10172	codru	codru	Plur	Bare	Dir	
10173	codru	codru	Plur	Bare	Obl	
10174	codru	codru	Plur	Def	Dir	codrii
10175	codru	codru	Plur	Def	Obl	codrilor
10176	propoziție	propoziție	Sing	Bare	Dir	propoziție
10177	propoziție	propoziție	Sing	Bare	Obl	propoziții
10178	propoziție	propoziție	Sing	Def	Dir	propoziția
10179	propoziție	propoziție	Sing	Def	Obl	propoziției
10180	propoziție	propoziție	Plur	Bare	Dir	propoziții
10181	propoziție	propoziție	Plur	Bare	Obl	propoziții
10182	propoziție	propoziție	Plur	Def	Dir	propozițiile
10183	propoziție	propoziție	Plur	Def	Obl	propozițiilor
10184	permisiune	permisiune	Sing	Bare	Dir	permisiune
10185	permisiune	permisiune	Sing	Bare	Obl	permisiuni
10186	permisiune	permisiune	Sing	Def	Dir	permisiunea
10187	permisiune	permisiune	Sing	Def	Obl	permisiunii
10188	permisiune	permisiune	Plur	Bare	Dir	permisiuni
10189	permisiune	permisiune	Plur	Bare	Obl	permisiuni
10190	permisiune	permisiune	Plur	Def	Dir	permisiunile
10191	permisiune	permisiune	Plur	Def	Obl	permisiunilor
10192	copil	copil	Sing	Bare	Dir	copil
10193	copil	copil	Sing	Bare	Obl	copil
10194	copil	copil	Sing	Def	Dir	copilul
10195	copil	copil	Sing	Def	Obl	copilului
10196	copil	copil	Plur	Bare	Dir	copii
10197	copil	copil	Plur	Bare	Obl	copii
10198	copil	copil	Plur	Def	Dir	copiii
10199	copil	copil	Plur	Def	Obl	copiilor
10200	bordei	bordei	Sing	Bare	Dir	bordei
10201	bordei	bordei	Sing	Bare	Obl	bordei
10202	bordei	bordei	Sing	Def	Dir	
10203	bordei	bordei	Sing	Def	Obl	
10204	bordei	bordei	Plur	Bare	Dir	bordeie
10205	bordei	bordei	Plur	Bare	Obl	bordeie
10206	bordei	bordei	Plur	Def	Dir	bordeiele
10207	bordei	bordei	Plur	Def	Obl	bordeielor
10208	mal	mal	Sing	Bare	Dir	mal
10209	mal	mal	Sing	Bare	Obl	mal
10210	mal	mal	Sing	Def	Dir	malul
10211	mal	mal	Sing	Def	Obl	malului
10212	mal	mal	Plur	Bare	Dir	maluri
10213	mal	mal	Plur	Bare	Obl	maluri
10214	mal	mal	Plur	Def	Dir	malurile
10215	mal	mal	Plur	Def	Obl	malurilor
10216	înalt	înalt	Sing	Bare	Dir	înalt
10217	înalt	înalt	Sing	Bare	Obl	înalt
10218	înalt	înalt	Sing	Def	Dir	înaltul
10219	înalt	înalt	Sing	Def	Obl	înaltului
10220	înalt	înalt	Plur	Bare	Dir	înalturi
10221	înalt	înalt	Plur	Bare	Obl	înalturi
10222	înalt	înalt	Plur	Def	Dir	înalturile
10223	înalt	înalt	Plur	Def	Obl	înalturilor
10224	dragon	dragon	Sing	Bare	Dir	dragon
10225	dragon	dragon	Sing	Bare	Obl	dragon
10226	dragon	dragon	Sing	Def	Dir	dragonul
10227	dragon	dragon	Sing	Def	Obl	dragonului
10228	dragon	dragon	Plur	Bare	Dir	dragoane
10229	dragon	dragon	Plur	Bare	Obl	dragoane
10230	dragon	dragon	Plur	Def	Dir	dragoanele
10231	dragon	dragon	Plur	Def	Obl	dragoanelor
10232	sclav	sclav	Sing	Bare	Dir	sclav
10233	sclav	sclav	Sing	Bare	Obl	sclav
10234	sclav	sclav	Sing	Def	Dir	sclavul
10235	sclav	sclav	Sing	Def	Obl	sclavului
10236	sclav	sclav	Plur	Bare	Dir	sclavi
10237	sclav	sclav	Plur	Bare	Obl	sclavi
10238	sclav	sclav	Plur	Def	Dir	sclavii
10239	sclav	sclav	Plur	Def	Obl	sclavilor
10240	bibliotecă	bibliotecă	Sing	Bare	Dir	bibliotecă
10241	bibliotecă	bibliotecă	Sing	Bare	Obl	biblioteci
10242	bibliotecă	bibliotecă	Sing	Def	Dir	biblioteca
10243	bibliotecă	bibliotecă	Sing	Def	Obl	bibliotecii
10244	bibliotecă	bibliotecă	Plur	Bare	Dir	biblioteci
10245	bibliotecă	bibliotecă	Plur	Bare	Obl	biblioteci
10246	bibliotecă	bibliotecă	Plur	Def	Dir	bibliotecile
10247	bibliotecă	bibliotecă	Plur	Def	Obl	bibliotecilor
10248	omenire	omenire	Sing	Bare	Dir	omenire
10249	omenire	omenire	Sing	Bare	Obl	omeniri
10250	omenire	omenire	Sing	Def	Dir	omenirea
10251	omenire	omenire	Sing	Def	Obl	omenirii
10252	omenire	omenire	Plur	Bare	Dir	
10253	omenire	omenire	Plur	Bare	Obl	
10254	omenire	omenire	Plur	Def	Dir	omenirile
10255	omenire	omenire	Plur	Def	Obl	omenirilor
10256	sceptru	sceptru	Sing	Bare	Dir	sceptru
10257	sceptru	sceptru	Sing	Bare	Obl	sceptru
10258	sceptru	sceptru	Sing	Def	Dir	sceptrul
10259	sceptru	sceptru	Sing	Def	Obl	sceptrului
10260	sceptru	sceptru	Plur	Bare	Dir	sceptre
10261	sceptru	sceptru	Plur	Bare	Obl	sceptre
10262	sceptru	sceptru	Plur	Def	Dir	sceptrele
10263	sceptru	sceptru	Plur	Def	Obl	sceptrelor
10264	suspensie	suspensie	Sing	Bare	Dir	suspensie
10265	suspensie	suspensie	Sing	Bare	Obl	suspensii
10266	suspensie	suspensie	Sing	Def	Dir	suspensia
10267	suspensie	suspensie	Sing	Def	Obl	suspensiei
10268	suspensie	suspensie	Plur	Bare	Dir	suspensii
10269	suspensie	suspensie	Plur	Bare	Obl	suspensii
10270	suspensie	suspensie	Plur	Def	Dir	suspensiile
10271	suspensie	suspensie	Plur	Def	Obl	suspensiilor
10272	diferență	diferență	Sing	Bare	Dir	diferență
10273	diferență	diferență	Sing	Bare	Obl	diferențe
10274	diferență	diferență	Sing	Def	Dir	diferența
10275	diferență	diferență	Sing	Def	Obl	diferenței
10276	diferență	diferență	Plur	Bare	Dir	diferențe
10277	diferență	diferență	Plur	Bare	Obl	diferențe
10278	diferență	diferență	Plur	Def	Dir	diferențele
10279	diferență	diferență	Plur	Def	Obl	diferențelor
10280	pronume	pronume	Sing	Bare	Dir	pronume
10281	pronume	pronume	Sing	Bare	Obl	pronume
10282	pronume	pronume	Sing	Def	Dir	pronumele
10283	pronume	pronume	Sing	Def	Obl	pronumelui
10284	pronume	pronume	Plur	Bare	Dir	pronume
10285	pronume	pronume	Plur	Bare	Obl	pronume
10286	pronume	pronume	Plur	Def	Dir	pronumele
10287	pronume	pronume	Plur	Def	Obl	pronumelor
10288	lene	lene	Sing	Bare	Dir	lene
10289	lene	lene	Sing	Bare	Obl	
10290	lene	lene	Sing	Def	Dir	lenea
10291	lene	lene	Sing	Def	Obl	lenei
10292	lene	lene	Plur	Bare	Dir	
10293	lene	lene	Plur	Bare	Obl	
10294	lene	lene	Plur	Def	Dir	lenele
10295	lene	lene	Plur	Def	Obl	lenelor
10296	mândrie	mândrie	Sing	Bare	Dir	mândrie
10297	mândrie	mândrie	Sing	Bare	Obl	mândrii
10298	mândrie	mândrie	Sing	Def	Dir	mândria
10299	mândrie	mândrie	Sing	Def	Obl	mândriei
10300	mândrie	mândrie	Plur	Bare	Dir	mândrii
10301	mândrie	mândrie	Plur	Bare	Obl	mândrii
10302	mândrie	mândrie	Plur	Def	Dir	mândriile
10303	mândrie	mândrie	Plur	Def	Obl	mândriilor
10304	mac	mac	Sing	Bare	Dir	mac
10305	mac	mac	Sing	Bare	Obl	mac
10306	mac	mac	Sing	Def	Dir	macul
10307	mac	mac	Sing	Def	Obl	macului
10308	mac	mac	Plur	Bare	Dir	maci
10309	mac	mac	Plur	Bare	Obl	maci
10310	mac	mac	Plur	Def	Dir	macii
10311	mac	mac	Plur	Def	Obl	macilor
10312	uliță	uliță	Sing	Bare	Dir	uliță
10313	uliță	uliță	Sing	Bare	Obl	ulițe
10314	uliță	uliță	Sing	Def	Dir	ulița
10315	uliță	uliță	Sing	Def	Obl	uliței
10316	uliță	uliță	Plur	Bare	Dir	ulițe
10317	uliță	uliță	Plur	Bare	Obl	ulițe
10318	uliță	uliță	Plur	Def	Dir	ulițele
10319	uliță	uliță	Plur	Def	Obl	ulițelor
10320	brumă	brumă	Sing	Bare	Dir	brumă
10321	brumă	brumă	Sing	Bare	Obl	brume
10322	brumă	brumă	Sing	Def	Dir	bruma
10323	brumă	brumă	Sing	Def	Obl	brumei
10324	brumă	brumă	Plur	Bare	Dir	brume
10325	brumă	brumă	Plur	Bare	Obl	brume
10326	brumă	brumă	Plur	Def	Dir	brumele
10327	brumă	brumă	Plur	Def	Obl	brumelor
10328	debut	debut	Sing	Bare	Dir	debut
10329	debut	debut	Sing	Bare	Obl	debut
10330	debut	debut	Sing	Def	Dir	debutul
10331	debut	debut	Sing	Def	Obl	debutului
10332	debut	debut	Plur	Bare	Dir	debuturi
10333	debut	debut	Plur	Bare	Obl	debuturi
10334	debut	debut	Plur	Def	Dir	debuturile
10335	debut	debut	Plur	Def	Obl	debuturilor
10336	excepție	excepție	Sing	Bare	Dir	excepție
